column,row,label,context,label_clean,kg_id,kg_labels,kg_aliases,method,kg_descriptions,pagerank,retrieval_score,GT_kg_id,GT_kg_label,evaluation_label,monge_elkan,monge_elkan_aliases,jaro_winkler,levenshtein,des_cont_jaccard,singleton,context_property,context_similarity,context_property_similarity_q_node,context_score,pgr_rts,hc_candidate,smc_class_score,top5_smc_class_score,smc_property_score,top5_smc_property_score,gt_score
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q16847309,"R v Brooks, Coulson and six others",,fuzzy-augmented,,2.8423258514033433e-09,14.699362,Q2264773,RV Falkor,-1,0.5314342403628118,0.0,0.5032679738562091,0.1764705882352941,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,1.9926461319606537e-07,0,0.0,,0.0,,7.715657375229057e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q17628272,RV-1 nuclear reactor|Reactor nuclear RV-1,,fuzzy-augmented,"former facility in Altos Mirandinos, Miranda, Venezuela",2.8423258514033433e-09,14.502705,Q2264773,RV Falkor,-1,0.718915343915344,0.0,0.6018518518518519,0.3,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,1.965987300756076e-07,0,0.0,,0.0,,5.56735903955996e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q18680038,RV,,fuzzy-augmented,,2.8423258514033433e-09,16.05716,Q2264773,RV Falkor,-1,0.75,0.0,0.7925925925925926,0.2222222222222222,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,2.1767092860406683e-07,0,0.0,,0.0,,4.141923000133829e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q209201,Catálogo Ryom|Catalogue Ryom|catalogo Ryom|Ryom-Verzeichnis,Catálogo parcial RV|Catálogo RV|Catalogo parcial RV|Ryom Verzeichnis|Catalogo RV|Vivaldi Werkverzeichnis|Catalogo delle opere di Vivaldi|Ryom|Lista delle composizioni di Antonio Vivaldi|Verzeichnis der Werke Antonio Vivaldis|Catalogo Peter Ryom|Catalogo Ryom|RV,fuzzy-augmented,musical catalog of Vivaldi\s works,2.8423258514033433e-09,15.451083,Q2264773,RV Falkor,-1,0.6041666666666667,0.8125,0.584045584045584,0.2307692307692307,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,2.0945494623884366e-07,0,0.0,,0.0,,7.648506652913056e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q22086931,RV Corvi,HD 109796,fuzzy-augmented,binary star system in the constellation Corvus,2.8423258514033433e-09,15.558451,Q2264773,RV Falkor,-1,0.5,0.0,0.8087962962962962,0.3333333333333333,0.0,0.0,||P8047|P2214,0.0|0.0|0.5$$|0.9292,"//0.0/|//0.0/|P8047/0.5$$|P2214//0.9292/""""4.7351""""",0.3574,2.1091042729915326e-07,0,0.0,,0.0,,6.353433036565548e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q22342449,Claire Falknor,"Falknor, C. |C. Falknor",fuzzy-augmented,American association football player,2.8423258514033433e-09,18.556374,Q2264773,RV Falkor,-1,0.6246031746031746,0.4857142857142857,0.5873015873015873,0.5714285714285714,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,2.515502841165164e-07,0,0.0,,0.0,,1.1988078767899424e-05
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q2264773,Falkor|RV Falkor,Seefalke (1981),exact-match,Research vessel of the Schmidt Ocean Institute,2.8423258514033433e-09,16.441374,Q2264773,RV Falkor,1,1.0,0.3611111111111111,1.0,1.0,0.0,1.0,||P8047|P2262,0.0|0.0|1.0|1.0,"//0.0/|//0.0/|P8047/Q5785/1.0/cayman islands|P2262//1.0/""""4.4""""",1.0,2.2287933520664678e-07,1,0.11635908423872868,Q391022:0.024|Q628983:0.022|Q42889:0.017|Q3245975:0.017|Q11446:0.017,0.11233071538968181,P2261:0.022|P2262:0.022|P2317:0.021|P176:0.020|P8047:0.020,1.0
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q22908411,RV Fridge,,fuzzy-augmented,,0.0,14.502705,Q2264773,RV Falkor,-1,0.75,0.0,0.8222222222222222,0.4444444444444444,0.0,0.0,,0.0,,0.0,0.0,0,0.0,,0.0,,5.706443971575936e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q2331701,Stanley Falkow,"Falkow, S. |S. Falkow",fuzzy-augmented,American microbiologist,9.378456422586778e-09,18.515406,Q2264773,RV Falkor,-1,0.6015873015873017,0.4666666666666667,0.455026455026455,0.4285714285714286,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,8.281756064769232e-07,0,0.0,,0.0,,9.582888196746353e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q24197279,RV Cirolana,,fuzzy-augmented,,2.8423258514033433e-09,14.195726,Q2264773,RV Falkor,-1,0.7569444444444444,0.0,0.7966329966329967,0.3636363636363636,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,1.9243732145839583e-07,0,0.0,,0.0,,4.6595610001531895e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q2469242,sonate en la mineur pour violoncelle et basse continue,RV 43,fuzzy-augmented,,2.8423258514033433e-09,14.219071,Q2264773,RV Falkor,-1,0.4535493827160493,0.5,0.2530864197530864,0.0925925925925925,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,1.927537863767414e-07,0,0.0,,0.0,,1.2528943443612661e-05
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q250193,Attila Filkor,"A. Filkor|Filkor, A. ",fuzzy-augmented,Hungarian association football player,2.8423258514033433e-09,18.55276,Q2264773,RV Falkor,-1,0.5888888888888889,0.5888888888888889,0.6768416768416768,0.4615384615384615,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,2.5150129271729166e-07,0,0.0,,0.0,,9.86004488368053e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q2512268,sonate en sol mineur pour violoncelle et basse continue,RV 42,fuzzy-augmented,,2.8423258514033433e-09,14.219071,Q2264773,RV Falkor,-1,0.436574074074074,0.5,0.3515151515151515,0.0909090909090909,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,1.927537863767414e-07,0,0.0,,0.0,,1.101510406442685e-05
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q25386754,Chevrolet Lova RV,,fuzzy-augmented,motor vehicle,2.8423258514033433e-09,14.926667,Q2264773,RV Falkor,-1,0.683641975308642,0.0,0.3932461873638344,0.1764705882352941,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,2.023459607336341e-07,0,0.0,,0.0,,7.389274742308771e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q2542150,Dorilla in Tempe,RV 709-D|RV 709-A|RV 709,fuzzy-augmented,opera by Antonio Vivaldi,2.8423258514033433e-09,14.190133,Q2264773,RV Falkor,-1,0.2215608465608465,0.5,0.3958333333333333,0.125,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,1.9236150272683416e-07,0,0.0,,0.0,,1.4822217053733766e-05
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q2638983,RV Tauri|RV Tauri variable,BD+25 732|HD 283868,fuzzy-augmented,variable star,4.198355156007531e-08,15.733151,Q2264773,RV Falkor,-1,0.788888888888889,0.0,0.8087962962962962,0.4444444444444444,0.0,0.0,||P8047|P1215,0.0|0.0|0.5$$|0.9211,"//0.0/|//0.0/|P8047/0.5$$|P1215//0.9211/""""4.777""""",0.4644,3.150305819512998e-06,0,0.0,,0.0,,4.486068519327091e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q275148,Randal Falker,"Falker, R. |R. Falker|Randal Alan Falker",fuzzy-augmented,American basketball player,2.8423258514033433e-09,18.555199,Q2264773,RV Falkor,-1,0.7444444444444445,0.8,0.6768416768416768,0.5384615384615384,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,2.5153435581156646e-07,0,0.0,,0.0,,1.0543992175371386e-05
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q27521065,Falkou,,fuzzy-augmented,mountain in Morocco,2.8423258514033433e-09,18.003769,Q2264773,RV Falkor,-1,0.7,0.0,0.7962962962962963,0.5555555555555556,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,2.440591684085549e-07,0,0.0,,0.0,,6.433066118916031e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q29732474,rv,raven,fuzzy-augmented,genetic element in the species Drosophila melanogaster,2.8423258514033433e-09,15.566671,Q2264773,RV Falkor,-1,0.75,0.7288888888888889,0.7925925925925926,0.2222222222222222,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,2.110218576537817e-07,0,0.0,,0.0,,5.034654805058381e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q3134550,Hervé Lardic,"RV Lardic|RV Trezen|H. Lardic|Herve Lardic|Lardic, H. ",fuzzy-augmented,,4.63894652688811e-09,14.723778,Q2264773,RV Falkor,-1,0.2777777777777777,0.7777777777777777,0.6666666666666666,0.3333333333333333,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,3.2575902553502983e-07,0,0.0,,0.0,,1.6537494957447052e-05
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q3554376,RV-3|Van\s Aircraft RV-3,RV-3|Vans Aircraft RV-3|Harmon Rocket I|RV3|Van\s RV-3|Vans RV-3|Van\s Aircraft RV-3,fuzzy-augmented,general aviation kit aircraft,3.325521240819746e-09,14.502705,Q2264773,RV Falkor,-1,0.6754629629629629,0.6972222222222222,0.5740740740740741,0.2222222222222222,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,2.3002051382033592e-07,0,0.0,,0.0,,6.76659146847669e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q3554377,RV-4|Van\s Aircraft RV-4,RV4|Van\s Aircraft RV-4|Van\s RV-4|Vans RV-4|Harmon Rocket II|Harmon Rocket III|RV-4|Vans Aircraft RV-4,fuzzy-augmented,general aviation kit aircraft,3.944868721790327e-09,15.970966,Q2264773,RV Falkor,-1,0.6754629629629629,0.6972222222222222,0.5740740740740741,0.2222222222222222,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,3.004841512091714e-07,0,0.0,,0.0,,6.76659146847669e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q3554378,RV-6|Van\s Aircraft RV-6,Van\s Aircraft RV-6|Vans Aircraft RV-6|Vans RV-6|Van\s RV-6|AII AVA-202|RV6,fuzzy-augmented,general aviation kit aircraft,5.221989395420141e-09,15.072304,Q2264773,RV Falkor,-1,0.6754629629629629,0.6972222222222222,0.5740740740740741,0.2222222222222222,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,3.7538201448866587e-07,0,0.0,,0.0,,6.766597834939603e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q3554380,RV-7|Van\s Aircraft RV-7,Vans RV-7|RV7|Van\s Aircraft RV-7|Van\s RV-7|Vans Aircraft RV-7,fuzzy-augmented,general aviation kit aircraft,3.787977437400424e-09,15.704805,Q2264773,RV Falkor,-1,0.6754629629629629,0.6972222222222222,0.5740740740740741,0.2222222222222222,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,2.8372510271074533e-07,0,0.0,,0.0,,6.76659146847669e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q3554382,RV-8|Van\s Aircraft RV-8,Vans Aircraft RV-8|Van\s Aircraft RV-8|Vans RV-8|RV8|Van\s RV-8,fuzzy-augmented,general aviation kit aircraft,3.857775527453658e-09,15.2587595,Q2264773,RV Falkor,-1,0.6754629629629629,0.6972222222222222,0.5740740740740741,0.2222222222222222,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,2.807462808873609e-07,0,0.0,,0.0,,6.76659146847669e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q3714982,Falkor|Fújur|Fuchur|Fùcur,Fujur|Draghi della Fortuna|Fortunadrago|Fukur|Falkor|Drago della Fortuna|Falcor|Fucur,fuzzy-augmented,character from Michael Ende\s \The Neverending Story\,3.8669001535507104e-09,21.605139,Q2264773,RV Falkor,-1,0.75,0.75,0.8888888888888888,0.6666666666666667,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,3.9845369010821705e-07,0,0.0,,0.0,,1.8267654013470747e-05
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q37213670,Falknor,,fuzzy-augmented,family name,3.083923546111545e-09,17.40686,Q2264773,RV Falkor,-1,0.7285714285714285,0.0,0.8412698412698413,0.5555555555555556,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,2.560247020056791e-07,0,0.0,,0.0,,5.952243554929737e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q37216670,Falker,,fuzzy-augmented,family name,2.9765467929078997e-09,17.010086,Q2264773,RV Falkor,-1,0.7,0.0,0.7962962962962963,0.5555555555555556,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,2.4147771279082016e-07,0,0.0,,0.0,,6.433066118916031e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q38283041,Falkon Theatre,,fuzzy-augmented,"cinema in Tisdale, Saskatchewan, Canada",2.8423258514033433e-09,14.558003,Q2264773,RV Falkor,-1,0.6015873015873017,0.0,0.6164021164021164,0.2142857142857143,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,1.9734834999656166e-07,0,0.0,,0.0,,5.961350325378589e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q3931145,VR photography|Realtà virtuale fotografica|Fotografía RV,Fotografia VR|Fotografia RV|Realta virtuale fotografica,fuzzy-augmented,Panoramic photographic view,2.8423258514033433e-09,15.348219,Q2264773,RV Falkor,-1,0.8,0.8,0.5708994708994709,0.2222222222222222,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,2.0806052142150804e-07,0,0.0,,0.0,,5.9970452639390714e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q3941553,Rosmira,Rosmira fedele|RV 731,fuzzy-augmented,opera by Antonio Vivaldi,2.8423258514033433e-09,14.224209,Q2264773,RV Falkor,-1,0.5456349206349206,0.5515873015873015,0.4761904761904761,0.1111111111111111,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,1.9282343712638627e-07,0,0.0,,0.0,,8.16846477391664e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q3955083,Semiramide,RV 733,fuzzy-augmented,opera by Antonio Vivaldi,2.8423258514033433e-09,14.224209,Q2264773,RV Falkor,-1,0.3166666666666666,0.5,0.4740740740740741,0.0999999999999999,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,1.9282343712638627e-07,0,0.0,,0.0,,1.0814186680363491e-05
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q404293,Falkon,QupZilla,fuzzy-augmented,Web browser with built-in AdBlock,2.8423258514033433e-09,18.55276,Q2264773,RV Falkor,-1,0.7,0.3229166666666666,0.7962962962962963,0.5555555555555556,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,2.5150129271729166e-07,0,0.0,,0.0,,8.23018308437895e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q4048158,Ajuda:Guia de edição/Reverter edições|Ayuda:Cómo revertir una edición|Help:Reverting|Aide:Révocation|Aiuto:Annullamento|Hilfe:Wiederherstellen,Aiuto:Rollback|Ayuda:Como revertir una edicion|Aide:Revocation|WP:RB|rv|Ajuda:Guia de edicao/Reverter edicoes,fuzzy-augmented,Wikimedia help page,2.116667349441786e-08,14.885041,Q2264773,RV Falkor,-1,0.5309027777777777,0.75,0.4788359788359788,0.2666666666666667,0.0,0.0,,0.0,,0.0,1.5026591352657635e-06,0,0.0,,0.0,,1.0952141565212514e-05
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q428285,RV Caeli,,fuzzy-augmented,star in the constellation Caelum,2.8423258514033433e-09,16.141249,Q2264773,RV Falkor,-1,0.788888888888889,0.0,0.8087962962962962,0.4444444444444444,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,2.188108394423089e-07,0,0.0,,0.0,,4.771119165525306e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q43401213,Qualcomm Centriq,,fuzzy-augmented,,0.0,15.809917,Q2264773,RV Falkor,-1,0.4216269841269841,0.0,0.5069444444444444,0.125,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,0.0,0,0.0,,0.0,,8.798590897640679e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q493582,Falko Zandstra,"F. Zandstra|Zandstra, F. ",fuzzy-augmented,Dutch speed skater,3.824012829739988e-09,14.42252,Q2264773,RV Falkor,-1,0.6152777777777778,0.4097222222222222,0.6164021164021164,0.2142857142857143,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,2.6303789515773955e-07,0,0.0,,0.0,,6.42044597043423e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q54951476,RV,,fuzzy-augmented,cell line,4.006652087754799e-09,16.339209,Q2264773,RV Falkor,-1,0.75,0.0,0.7925925925925926,0.2222222222222222,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,3.122270248500784e-07,0,0.0,,0.0,,4.141927092859987e-06
0,0,RV Falkor,1981-01-01|Orenstein & Koppel|Cayman Islands|4.4,RV Falkor,Q553655,Comuna de Fałków|Fałków|Gmina Fałków,Comuna de Falkow|Comuna de falków|Gmina Falkow|Falkow|Comuna de falkow,fuzzy-augmented,rural gmina of Poland,5.6966071778008644e-08,14.432887,Q2264773,RV Falkor,-1,0.5,0.7,0.611111111111111,0.3333333333333333,0.0,0.0,|||P2262,0.0|0.0|0.0|0.5$$,//0.0/|//0.0/|//0.0/|P2262/0.5$$,0.3021,3.921275123364015e-06,0,0.0,,0.0,,9.895483344735112e-06
