column,row,label,context,label_clean,kg_id,kg_labels,kg_aliases,method,kg_descriptions,pagerank,retrieval_score,GT_kg_id,GT_kg_label,evaluation_label,GT_kg_description
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52784738,Sc. Infanzia Di Ca\Savio,,fuzzy-augmented,kindergarten in Cavallino-Treporti in the province of Venezia (Italy) [school id: VEAA83301X],4.404255693265095e-09,19.914722,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52787717,Scuola Infanzia Di Incisa Sc.,,fuzzy-augmented,kindergarten in Incisa Scapaccino in the province of Asti (Italy) [school id: ATAA815038],4.352943525896331e-09,19.914722,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q97002580,Agence Mapez Sc,"Agence M. Sc|Sc, A. M.|A. M. Sc",fuzzy-augmented,,3.5396131256502836e-09,19.370527,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q97003998,Nara Press Sc,"Nara P. Sc|Sc, N. P.|N. P. Sc",fuzzy-augmented,,3.5396131256502836e-09,19.370527,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q3826440,Lamento di Tristano,,fuzzy-augmented,song,3.5396131256502836e-09,19.218418,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q75290841,Tristano di Napoli,"T. D. Napoli|Tristano D. Napoli|Napoli, T. D.",fuzzy-augmented,Peerage person ID=42038,4.477502058693212e-09,19.218418,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q105094035,Carol Tristano,"Tristano, C.|C. Tristano",fuzzy-augmented,,3.5396131256502836e-09,18.460518,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q21209108,Gerardo Tristano,"Tristano, G.|G. Tristano",fuzzy-augmented,Italian composer,3.5396131256502836e-09,18.460518,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q586994,Lennie Tristano,"L. Tristano|Tristano, L.",fuzzy-augmented,American jazz pianist and composer,1.2644594226192664e-08,18.460518,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52896989,Sc. Infanzia Michetti,,fuzzy-augmented,kindergarten in Francavilla Al Mare in the province of Chieti (Italy) [school id: CHAA82703P],4.396342818860957e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52906029,Sc Infanzia Perignano,,fuzzy-augmented,kindergarten in Casciana Terme Lari in the province of Pisa (Italy) [school id: PIAA83006D],4.362367339285744e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52907268,Sc. Infanzia Bevera,,fuzzy-augmented,kindergarten in Ventimiglia in the province of Imperia (Italy) [school id: IMAA81604P],4.3688124062245604e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52908625,Sc Infanzia Parlascio,,fuzzy-augmented,kindergarten in Casciana Terme Lari in the province of Pisa (Italy) [school id: PIAA83005C],4.362367339285744e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52910178,Sc. Infanzia Roverino,,fuzzy-augmented,kindergarten in Ventimiglia in the province of Imperia (Italy) [school id: IMAA81603N],4.3688124062245604e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52910846,Sc Infanzia Cevoli,,fuzzy-augmented,kindergarten in Casciana Terme Lari in the province of Pisa (Italy) [school id: PIAA830029],4.362367339285744e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52750053,Sc. Infanzia Castiglione,,fuzzy-augmented,kindergarten in Castiglione Del Genovesi in the province of Salerno (Italy) [school id: SAAA87703B],4.384266854380832e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52753301,Sc. Infanzia Nepi,,fuzzy-augmented,kindergarten in Nepi in the province of Viterbo (Italy) [school id: VTAA81402T],4.404255693265095e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52754368,Sc. Infanzia - Parini,,fuzzy-augmented,kindergarten in Corigliano Calabro in the province of Cosenza (Italy) [school id: CSAA88601V],4.42627844227876e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52557785,Sc. Infanzia Zimella,,fuzzy-augmented,kindergarten in Zimella in the province of Verona (Italy) [school id: VRAA894024],4.384266854380832e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52825438,Sc. Infanzia Oriolo,,fuzzy-augmented,kindergarten in Oriolo in the province of Cosenza (Italy) [school id: CSAA85205X],4.371935925425636e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52839505,Sc. Infanzia Divignano,,fuzzy-augmented,kindergarten in Divignano in the province of Novara (Italy) [school id: NOAA80603T],4.384266854380832e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52852758,Sc. Infanzia Pinocchio,,fuzzy-augmented,kindergarten in Teramo in the province of Teramo (Italy) [school id: TEAA83106L],4.384266854380832e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52856512,Sc. Infanzia Piane,,fuzzy-augmented,kindergarten in Francavilla Al Mare in the province of Chieti (Italy) [school id: CHAA82701L],4.396342818860957e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52858319,Sc. Infanzia Foro,,fuzzy-augmented,kindergarten in Francavilla Al Mare in the province of Chieti (Italy) [school id: CHAA82702N],4.396342818860957e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52912594,Sc. Infanzia Nervia,,fuzzy-augmented,kindergarten in Ventimiglia in the province of Imperia (Italy) [school id: IMAA81602L],4.3688124062245604e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52912902,Sc. Infanzia Galli,,fuzzy-augmented,kindergarten in Somma Lombardo in the province of Varese (Italy) [school id: VAAA83808X],4.384266854380832e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52913295,Sc Infanzia Chianni,,fuzzy-augmented,kindergarten in Chianni in the province of Pisa (Italy) [school id: PIAA830018],4.362367339285744e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52914123,Sc. Infanzia Piave,,fuzzy-augmented,kindergarten in Foligno in the province of Perugia (Italy) [school id: PGAA86002C],4.340555484700115e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52915535,Sc. Infanzia Granieri,,fuzzy-augmented,kindergarten in Caltagirone in the province of Catania (Italy) [school id: CTAA822046],4.384266854380832e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52916362,Sc. Infanzia Maddalena,,fuzzy-augmented,kindergarten in Somma Lombardo in the province of Varese (Italy) [school id: VAAA838091],4.384266854380832e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52780821,Sc. Infanzia Cadiroggio,,fuzzy-augmented,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83703G],4.396342818860957e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52781116,Sc. Infanzia-Lamon,,fuzzy-augmented,kindergarten in Lamon in the province of Belluno (Italy) [school id: BLAA815023],4.404255693265095e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52782252,Sc. Infanzia Ari,,fuzzy-augmented,kindergarten in Ari in the province of Chieti (Italy) [school id: CHAA82203G],4.3897870583165565e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52782461,Sc. Infanzia - Sovramonte,,fuzzy-augmented,kindergarten in Sovramonte in the province of Belluno (Italy) [school id: BLAA815012],4.404255693265095e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52787148,Sc. Infanzia Montebaranzone,,fuzzy-augmented,kindergarten in Prignano Sulla Secchia in the province of Modena (Italy) [school id: MOAA81506C],4.3897870583165565e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52788403,Sc. Infanzia Ceccherini,,fuzzy-augmented,kindergarten in Pisa in the province of Pisa (Italy) [school id: PIAA81402B],4.365466361616569e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52789240,Sc. Infanzia Pigneto,,fuzzy-augmented,kindergarten in Prignano Sulla Secchia in the province of Modena (Italy) [school id: MOAA81504A],4.3897870583165565e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52802354,Sc. Infanzia Bonaldo,,fuzzy-augmented,kindergarten in Zimella in the province of Verona (Italy) [school id: VRAA894035],4.384266854380832e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52804667,Sc. Infanzia Airole,,fuzzy-augmented,kindergarten in Airole in the province of Imperia (Italy) [school id: IMAA81606R],4.3688124062245604e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52805678,Sc. Infanzia Latte,,fuzzy-augmented,kindergarten in Ventimiglia in the province of Imperia (Italy) [school id: IMAA81605Q],4.3688124062245604e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52807257,Sc. Infanzia Castorano,,fuzzy-augmented,kindergarten in Castorano in the province of Ascoli Piceno (Italy) [school id: APAA82105T],4.3688124062245604e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52808161,Sc. Infanzia Sarzano,,fuzzy-augmented,kindergarten in Genova in the province of Genova (Italy) [school id: GEAA807019],4.413995741309712e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52747629,Sc. Infanzia Cereta,,fuzzy-augmented,kindergarten in Volta Mantovana in the province of Mantova (Italy) [school id: MNAA804025],4.384266854380832e-09,18.27202,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q64780041,Tristano,Tristano,fuzzy-augmented,roman-catholic bishop,3.5396131256502836e-09,18.171059,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q1441262,Francesco Tristano Schlimé|Francesco Tristano,"F. T. Schlime|Francesco T. Schlime|Francesco T. Schlimé|Francesco Tristano Schlime|Francesco Tristano Schlimé|Schlimé|Schlimé, F. T.|Schlime|Schlime, F. T.|F. T. Schlimé",fuzzy-augmented,Luxembourgian musician,3.84406198935238e-09,18.139172,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q88252698,Evan Foster B Sc,"Evan Foster B. Sc|Evan F. B Sc|E. F. B. Sc|Sc, E. F. B.",fuzzy-augmented,researcher,3.5396131256502836e-09,18.116816,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q19447021,Infancia,Enfance,fuzzy-augmented,poem written by José Asunción Silva,3.5396131256502836e-09,17.738438,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q52111220,L\infanzia di Maria,,fuzzy-augmented,"song composed by Fabrizio De André, Gian Piero Reverberi with lyrics by Fabrizio De André",3.719064581512921e-09,17.689236,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q75489126,"Tristano Campello della Spina, Conte di Campello","Tristano C. della Spina, Conte di Campello|T. C. D. S. C. D. Campello|Tristano Campello D. Spina, Conte di Campello|Campello, T. C. D. S. C. D.|Tristano Campello della Spina, Conte D. Campello|Tristano Campello della S. Conte di Campello|Tristano Campello della Spina, C. di Campello",fuzzy-augmented,born 2003,5.3868167436456515e-09,17.545635,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q7838856,Trestno,,fuzzy-augmented,"village in Lower Silesian, Poland",4.292605494590991e-09,17.524284,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q95716711,Reco Jefferson,"SC, R.|R. SC|Roughneck_Actual|Jefferson, R.|R. Jefferson|Reco SC",fuzzy-augmented,"American software engineer, e-commerce seller and social media influencer.",3.5396131256502836e-09,17.298512,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q96995189,New Lab Declic Ii Sc,"New Lab D. Ii Sc|New L. Declic Ii Sc|New Lab Declic I. Sc|Sc, N. L. D. I.|N. L. D. I. Sc",fuzzy-augmented,,3.5396131256502836e-09,16.915321,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q62602301,"Noel Huntley, B. Sc.","N. Huntley|Noel Huntley|Noel H. B. Sc.|Noel Huntley, B. Sc.|Huntley, N.|Sc., N. H. B.|N. H. B. Sc.",fuzzy-augmented,US author,3.5396131256502836e-09,16.767208,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q9338823,Kevin Zervos,"Zervos, K.|K. P. Z. SC|K. Zervos|Kevin Paul Z. SC|Kevin P. Zervos SC|Kevin Paul Zervos SC|SC, K. P. Z.",fuzzy-augmented,Director of Public Prosecutions of Hong Kong,3.5396131256502836e-09,16.767208,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q20024962,Tristano,Tristano (given name)|Tristano (first name),fuzzy-augmented,male given name,7.616165618240382e-08,16.753456,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q26780675,Tristano,,fuzzy-augmented,family name,2.3941836713130453e-08,16.753456,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q3999039,Tristano Codignola,"T. Codignola|Codignola, T.",fuzzy-augmented,Italian politician,3.5396131256502836e-09,16.524544,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q3999046,Tristano Martinelli,"Martinelli, T.|T. Martinelli",fuzzy-augmented,Italian actor,4.041058312924325e-09,16.524544,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
0,0,Sc. Infanzia Di Trestano,Castellarano|Castellarano,Sc. Infanzia Di Trestano,Q3999047,Tristano Pangaro,"T. Pangaro|Pangaro, T.",fuzzy-augmented,Italian footballer (1922-2004),3.5396131256502836e-09,16.524544,Q52782022,Sc. Infanzia Di Tressano,-1,kindergarten in Castellarano in the province of Reggio Emilia (Italy) [school id: REAA83702E]
